"","location_id","site_id","bio_sample","turbidity","chloride_mg","tp_ug","tn_mg","alkalinity","sulfate_mg","silt_rating","finesed_perc"
"1305",502040,"493238250002","2020.094",0.7,108,5,0.41,51.8,17.5,2,2
"1306",505299,"493238250003","2020.095",0,70.5,2.5,0.42,34.5,14.5,1,1
"1307",510089,"493238250008","2015.115",1.75,5.695,2.5,0.26,37.14,9.77,4,0
"1308",510089,"493238250008","2020.096",0.101,9.6,5.6,0.21,27.4,8.49,5,0
"1309",502044,"493400000001","2005.027",3.17,38.2,12,0.19,47.8,13.4,3,14
"1310",502044,"493400000001","2020.131",3.2,54,13.5,0.13,55.4,16,4,4
"1311",502045,"493400000006","2005.051",2.79,27.4,11.7,0.17,41.2,8.37,3,11
"1312",502055,"494000000121","2003.052",0.46,26.2,4,0.32,25.6,8.43,3,6
"1313",502055,"494000000121","2015.011",0.64,29.76,6.62,0.32,27,7.16,1,5
"1314",502058,"494000000219","2010.026",0.2,3.38,7.23,0.17,13.8,4.95,1,1
"1315",502058,"494000000219","2015.003",0.59,10.78,2.5,0.24,20,5.43,0,3
"1316",502059,"494000000236","2005.062",0.24,10.4,2.5,0.2,23.1,6.47,2,6
"1317",502059,"494000000236","2006.051",0.29,7.52,2.5,0.22,20.8,5.87,2,0
"1318",502061,"494014000029","2010.025",0.1,1,9.03,0.14,14.7,6.54,1,1
"1319",502061,"494014000029","2013.006",0.2,1,7.93,0.23,11.5,5.4,2,9
"1320",502064,"494014000039","2009.016",0.86,1,5.47,0.16,3,3.83,2,8
"1321",502065,"494014000041","2009.027",1.01,1,2.5,0.16,4.4,3.93,4,0
"1322",502066,"494014010017","2009.095",0.2,23.6,2.5,0.05,26.1,8.64,2,12
"1323",502069,"494018000043","2005.052",0.62,1,2.5,0.13,14.2,5.88,2,14
"1324",502069,"494018000043","2013.007",0.9,1,7.92,0.22,13,4.41,3,11
"1325",522669,"494023000005","2019.079",NA,1,8,0.19,35,3.991,1,1
"1326",523056,"494033000004","2020.133",0,10.7,8.7,0.35,49.3,14.9,5,1
"1327",502074,"494035080007","2006.025",0.34,15.8,2.5,0.26,7.7,4.74,2,4
"1328",502078,"494042000018","2005.064",0.29,15,2.5,0.27,5.25,5.25,1,5
"1329",502078,"494042000018","2015.013",0.35,21.83,2.5,0.39,20,5.5,2,13
"1330",502078,"494042000018","2016.096",0.7,23.5,2.5,0.37,16,5.7,3,25
"1331",502079,"494042000020","2006.023",1.04,4.67,6.22,0.3,8.4,4.59,3,10
"1332",502082,"494042000023","2005.065",0.94,1,2.5,0.22,10.8,4.67,3,5
"1333",502082,"494042000023","2006.024",NA,NA,NA,NA,NA,NA,2,6
"1334",502082,"494042000023","2015.014",1.13,1,5.28,0.25,11,4.12,4,12
"1335",502084,"494042080001","2005.063",0.92,99.2,6.06,0.83,28.3,11.1,4,8
"1336",502084,"494042080001","2015.012",0.24,147.56,6.6,1.1,41,16.85,3,1
"1337",502092,"494047000017","2006.022",0.2,1,5.23,0.19,13.3,5.79,0,3
"1338",510268,"494048000004","2015.001",0.2,31.62,7.03,0.41,40,8.46,3,5
"1339",510271,"494049000009","2015.002",0.53,2.671,2.5,0.18,21,6.99,1,1
"1340",510271,"494049000009","2020.132",0,4.1,2.5,0.17,22.3,6.82,0,0
"1341",502094,"494057010002","2015.004",0.2,1,5.76,0.24,8.7,4.44,3,0
"1342",502094,"494057010002","2016.045",1.4,0.27,5.27,0.31,8.59,5.53,2,0
"1343",502095,"494200000008","2015.161",0.62,4.063,17.7,0.13,31.2,5.85,3,4
"1344",502101,"495100000007","2010.082",0.97,22.6,7.64,0.34,52.6,9.7,NA,0
"1345",502102,"495100000009","2015.010",0.74,36.42,9.01,0.48,55,10.18,2,2
"1346",502106,"495100000086","2005.031",0.46,20.8,6.03,0.31,50.6,7.58,2,6
"1347",502107,"495100000088","2003.051",2.6,31.8,228,1.48,56.8,9.85,NA,0
"1348",502107,"495100000088","2005.032",0.46,22.6,7.17,0.33,53.4,8.23,2,3
"1349",502107,"495100000088","2006.143",0.42,15.5,22.8,0.28,47.8,7.18,2,2
"1350",502107,"495100000088","2010.083",0.9,22.1,14,0.3,57.8,8.18,2,0
"1351",502107,"495100000088","2015.008",0.76,38.32,16.7,0.63,65,9.87,3,15
"1352",502107,"495100000088","2020.049",0.5,42.5,69.8,0.97,54.4,10.4,3,1
"1353",502109,"495100000090","2010.084",0.92,23.9,6.76,0.37,56.6,7.56,2,1
"1354",502109,"495100000090","2015.007",0.61,29.96,6.64,0.34,60,7.31,3,3
"1355",502109,"495100000090","2020.050",0.5,37.9,7,0.38,51.7,7.37,2,1
"1356",502112,"495100000148","2015.009",0.42,12.34,5.74,0.22,30,4.7,1,2
"1357",502112,"495100000148","2016.011",1,11.7,12.3,0.22,32,5.53,2,0
"1358",502115,"495127000005","2003.050",0.32,42.3,4,0.23,121,11,1,5
"1359",502115,"495127000005","2004.072",0.3,26.9,7,0.23,112,9.87,3,3
"1360",502116,"495127000009","2004.071",0.38,25.8,7,0.24,113,9.37,3,1
"1361",523035,"495400000034","2020.047",1.4,6.5,11.5,0.32,22.5,2.81,5,0
"1362",505313,"495400000161","2012.013",0.2,23,2.5,0.22,12.5,3.9,2,0
"1363",505313,"495400000161","2013.010",0.84,5.85,11.1,0.39,12.5,2.2,1,0
"1364",505313,"495400000161","2014.072",0.27,16.2,5.83,0.21,14,2.85,1,1
"1365",505313,"495400000161","2015.087",0.37,11.39,5.69,0.2,35.5,2.69,1,1
"1366",505313,"495400000161","2016.008",0,10.5,7.43,0.21,15,2.55,1,0
"1367",505313,"495400000161","2017.002",4.9,13.3,8.95,0.21,15,2.82,2,1
"1368",505313,"495400000161","2018.094",1.32,28.2,5.81,0.23,20,3.64,4,3
"1369",505313,"495400000161","2019.146",2.4,8.47,9,0.21,10.5,2.139,1,0
"1370",505313,"495400000161","2020.059",0,18.2,5,0.24,17.1,2.87,3,1
"1371",502119,"495402000002","2005.074",5.64,24.5,28.6,0.34,78.8,10.3,4,3
"1372",515817,"495403000007","2017.146",NA,1,7.6,0.05,10,2.65,2,1
"1373",523037,"495407000009","2020.053",0.5,1,9,0.22,112,2.32,4,5
"1374",502123,"495410000007","2020.051",0.1,5.7,7.4,0.31,26.2,3.12,3,0
"1375",502126,"495424000002","2003.024",0.2,0.43,4,0.05,10,3.74,NA,6
"1376",502126,"495424000002","2005.022",NA,NA,NA,NA,NA,NA,2,2
"1377",523036,"495424000006","2020.052",0.1,1,6.2,0.17,11.8,2.44,2,2
"1378",506366,"495432000016","2013.008",1.05,1,14.1,0.32,21,2.02,1,2
"1379",507957,"495500000001","2013.003",0.55,103,8.52,0.53,146,9.64,3,17
"1380",507957,"495500000001","2014.106",0.65,118,7.46,0.12,139,10.66,4,9
"1381",507957,"495500000001","2015.089",1.16,95.94,9.63,0.22,141.7,9.77,4,17
"1382",523004,"495500000002","2020.061",14,122,29.4,0.19,151,8.22,5,2
"1383",515401,"495500000004","2016.001",0.6,83.1,15.7,0.53,136,8.7,5,10
"1384",502131,"495600000006","2010.039",1.6,71.9,25.4,2.59,151,15.8,3,3
"1385",502131,"495600000006","2020.149",0,133,20.2,0.71,171,19.2,3,0
"1386",502133,"495600000022","2010.035",0.78,76.5,41.7,3.8,160,16.6,2,15
"1387",502134,"495600000026","2005.089",0.7,68.6,25.4,2.05,146,17,1,14
"1388",502134,"495600000026","2005.158",0.7,68.6,25.4,2.05,146,17,1,14
"1389",502135,"495600000028","2010.037",1.19,74.9,42.1,3.61,158,16.8,NA,6
"1390",502135,"495600000028","2015.103",1.17,67.3,17.7,2.2,143,13.85,4,21
"1391",502136,"495600000033","2010.036",1.02,61,17.9,0.47,154,14.9,3,12
"1392",502136,"495600000033","2015.104",1.42,56.45,8.72,0.35,138,12.42,3,16
"1393",502137,"495600000047","2007.059",1.22,42.8,13.8,0.45,146,12.9,4,27
"1394",502140,"495600000079","2007.060",NA,61.6,NA,NA,142.6,NA,3,15
"1395",502141,"495600000119","2005.056",2.15,34.5,11.2,0.16,184,8.97,2,5
"1396",502141,"495600000119","2015.112",0.92,34.73,19.4,0.45,155,10.92,2,13
"1397",502141,"495600000119","2018.060",NA,54,63.7,2.24,177,14.29,3,2
"1398",502141,"495600000119","2020.057",0,71.8,23.9,0.61,202,15.6,4,0
"1399",510282,"495600000121","2020.058",0,48.3,9.7,0.66,176,7.8,3,8
"1400",505317,"495603000001","2012.129",0.93,60,6.84,0.24,102,14.7,2,1
"1401",505318,"495610000004","2012.124",0.33,101,20.4,0.4,147,16.6,4,9
"1402",502145,"495611000002","2003.062",1.5,56.4,6,0.92,178,20,2,9
"1403",502145,"495611000002","2005.088",0.76,50.3,6.03,0.9,171,17.7,3,18
"1404",502145,"495611000002","2005.157",0.76,50.3,6.03,0.9,171,17.7,3,18
"1405",502145,"495611000002","2010.040",0.94,47.1,9.78,1.13,183,16.2,4,19
"1406",502148,"495611000008","2012.008",2.1,45.2,5.12,1.1,169,17.8,4,14
"1407",502148,"495611000008","2013.050",0.75,33.85,8.4,0.84,149,12.66,4,22
"1408",502148,"495611000008","2020.054",2.3,57,6.8,1.24,182,17.1,5,4
"1409",505319,"495611000011","2011.043",NA,20.8,56.7,NA,142,NA,4,5
"1410",505319,"495611000011","2012.009",0.22,36.9,6.4,0.84,148,16.3,3,24
"1411",505319,"495611000011","2013.051",0.62,30.2,9.99,0.73,139,9.76,3,22
"1412",505319,"495611000011","2020.055",0,52.5,6.4,0.77,163,17.1,5,7
"1413",510082,"495612000001","2015.081",3.71,27.723,13.2,0.27,111,6.65,3,9
"1414",502150,"495612000003","2005.057",2.15,34.5,11.2,0.16,114,8.97,4,6
"1415",510290,"495612000022","2015.106",1.24,20.96,9.94,0.15,116,6.39,3,18
"1416",510290,"495612000022","2020.056",0,26.1,9,0.16,123,7.42,4,7
"1417",502151,"495612000028","2005.058",1.3,19.4,11.1,0.11,101,6.33,5,7
"1418",502151,"495612000028","2015.082",3.43,15.31,14,0.2,101,4.81,2,10
"1419",502152,"495612000081","2005.107",1.43,8.68,7.02,0.14,131,7.99,2,20
"1420",502154,"495623000003","2005.055",2.84,69.9,1200,3.03,191,25.4,2,1
"1421",502154,"495623000003","2006.066",0.7,45.7,488,2.95,176,17.6,2,8
"1422",502154,"495623000003","2010.013",1.28,42.5,195,1.49,189,17.5,3,22
"1423",502154,"495623000003","2012.010",1.8,50.2,588,1.14,184,19.6,3,1
"1424",502154,"495623000003","2015.113",0.21,51.9,7.97,0.77,176,16.52,4,4
"1425",502154,"495623000003","2018.061",NA,56.5,11.9,0.77,182,16.55,5,3
"1426",502155,"495623000004","2010.014",0.2,51.8,11.4,0.84,186,16.8,2,11
"1427",502156,"495623000005","2006.067",0.2,35.8,12.3,0.87,159,15.7,2,15
"1428",502156,"495623000005","2015.114",0.1,66.5,12.2,1.06,68.2,NA,4,5
"1429",502159,"496100000039","2005.029",0.53,14.4,12.7,0.3,117,3.65,3,2
"1430",502167,"496800000009","2015.098",0.39,1,7.69,0.21,94,3.99,1,6
"1431",502167,"496800000009","2016.027",0.2,1,8.68,0.22,85,4.47,1,9
"1432",502169,"496900000003","2007.055",0.4,1,11.2,0.23,56.3,5.76,1,6
"1433",510278,"496900000027","2015.097",0.45,1,13.9,0.16,53,4.66,1,4
"1434",510278,"496900000027","2016.026",1.05,1,22.2,0.26,44,5.91,1,6
"1435",502170,"496908000004","2010.077",1.01,1,9.9,0.24,39.1,3.24,2,8
"1436",501119,"497300000001","2020.162",NA,4.8,8.2,0.26,12.8,3.6,NA,0
"1437",523071,"497303000002","2020.161",NA,1,15,0.4,6.7,10.5,1,5
"1438",515340,"498200000014","2015.094",0.45,1,9.28,0.21,107,5.03,NA,NA
"1439",507962,"498200000030","2013.052",0.48,1,6.26,0.28,50,4.02,1,9
"1440",502172,"500000000007","2003.124",3.8,311,20,1.08,153,23.1,5,3
"1441",502172,"500000000007","2004.096",3.05,224,30,1.25,183,17.9,4,9
"1442",502172,"500000000007","2005.137",3.77,188,41.2,1,178,22.1,3,10
"1443",502172,"500000000007","2007.123",2.56,187,27.9,0.53,152,22.7,5,2
"1444",502172,"500000000007","2008.083",3.06,219,20.9,0.61,158,15.8,4,15
"1445",502172,"500000000007","2009.082",2.28,166,40.5,0.59,129,26.4,3,NA
"1446",502172,"500000000007","2010.114",3.95,167,45.2,0.75,160,23.1,3,1
"1447",502172,"500000000007","2011.013",NA,156,48.6,NA,130,NA,2,10
"1448",502172,"500000000007","2012.101",7.2,185,48.5,0.59,140,19.7,4,5
"1449",502172,"500000000007","2015.124",2.38,139.2,26.5,0.71,95.5,14.54,4,7
"1450",502172,"500000000007","2020.115",1,378,20.3,0.9,165,14.6,5,9
"1451",502175,"500000000018","2011.015",NA,276,68.8,NA,178,NA,2,17
"1452",502175,"500000000018","2015.123",1.47,306.2,23.7,1.01,147,18.54,4,14
"1453",502184,"510000000003","2004.169",2.11,70.6,13,0.28,250,14.6,5,0
"1454",502184,"510000000003","2005.135",7.6,53.4,38.7,0.72,198,31,3,8
"1455",502184,"510000000003","2006.116",5.56,65,36.7,0.44,198,39.7,5,2
"1456",502184,"510000000003","2009.081",4.34,40.7,49.4,0.51,159,39,4,1
"1457",502184,"510000000003","2011.038",NA,51,18.6,NA,238,NA,3,0
"1458",502184,"510000000003","2015.125",1.73,135.7,27.3,0.49,246,30.64,4,1
"1459",502184,"510000000003","2020.116",1.2,143,33.3,0.58,238,42.6,5,4
"1460",502188,"510000000028","2009.107",0.97,33.9,27.6,0.27,216,48.6,4,4
"1461",502188,"510000000028","2011.036",NA,23.8,28.5,NA,230,NA,2,6
"1462",502189,"510100000008","2004.170",0.41,166,45,1.35,246,19.6,4,16
"1463",502189,"510100000008","2005.136",5.9,46.8,68.2,1.01,145,15.3,4,3
"1464",502189,"510100000008","2011.037",NA,41.7,33,NA,193,NA,1,2
"1465",502190,"520000000034","2009.110",3.52,25.3,31.6,0.32,165,23.8,3,8
"1466",502190,"520000000034","2016.135",2.58,45.2,24.6,0.24,232,38.43,NA,NA
"1467",505330,"520000000049","2006.122",NA,NA,NA,NA,NA,NA,5,10
"1468",505331,"520000000054","2006.121",NA,NA,NA,NA,NA,NA,4,10
"1469",502191,"520000000058","2009.109",2.52,31.2,37.4,0.34,112,19.7,3,1
"1470",502191,"520000000058","2011.035",NA,17.8,21.8,NA,120,NA,2,0
"1471",502191,"520000000058","2016.140",2.46,55,22,0.29,195,30.82,4,2
"1472",500793,"520000000086","2016.139",6.74,81,62.6,0.55,154,34.79,5,3
"1473",510253,"520100000027","2015.165",0.71,81.15,27.1,0.28,186,61.67,4,13
"1474",502197,"520300000001","2009.073",17.9,9.78,88.2,0.41,254,29.6,4,6
"1475",502198,"520900000008","2004.034",0.78,24.6,11,0.3,65.4,5.51,4,20
"1476",502206,"530000000037","2006.084",3.22,11.7,21.9,0.49,113,8.32,4,14
"1477",502206,"530000000037","2008.103",2.84,11.1,15.8,0.33,108,7.79,3,16
"1478",502206,"530000000037","2009.075",3.22,11,10.9,0.36,111,7.5,3,12
"1479",502206,"530000000037","2010.097",3.91,10.3,19.6,0.24,106,7.47,4,7
"1480",502206,"530000000037","2011.012",NA,7.68,23.1,0.36,91.3,NA,3,2
"1481",502206,"530000000037","2012.117",7.2,9.67,32.2,0.43,98,8.24,3,3
"1482",502206,"530000000037","2013.039",3.51,7.9,28.5,0.45,92.5,5.6,2,7
"1483",502206,"530000000037","2014.070",2.58,12.4,12.8,0.28,112,6.82,2,11
"1484",502206,"530000000037","2015.134",2.82,13.27,16.5,0.34,98,15.78,3,2
"1485",502206,"530000000037","2016.099",7.8,11.6,13.9,0.26,115,8.54,4,1
"1486",502206,"530000000037","2017.129",3.2,12.4,15.3,0.36,113,6.52,3,9
"1487",502206,"530000000037","2018.066",5.22,14.5,26.8,0.22,121,9.06,5,23
"1488",502206,"530000000037","2019.133",20,12.9,46,0.52,103.5,5.526,3,5
"1489",502206,"530000000037","2020.072",10.7,13.7,19.4,0.24,121,6.34,5,13
"1490",515429,"530000000085","2016.100",4.7,12.4,9.23,0.28,115,9.2,3,4
"1491",502210,"530000000139","2006.085",1.33,12.4,14,0.74,93.3,8.56,2,8
"1492",502212,"530000000190","2017.127",0.3,13.5,9.31,0.91,90,5.42,1,4
"1493",506207,"530000000240","2013.038",0.45,1,10.5,0.19,28,3.6,2,6
"1494",506208,"530000000264","2013.041",0.45,1,8.77,0.17,34.5,3.94,1,0
"1495",506208,"530000000264","2014.069",0.2,1,8.56,0.18,42,4.98,1,3
"1496",502214,"532100000003","2004.091",0.51,9.4,75,0.77,179,1.9,3,2
"1497",502214,"532100000003","2009.108",0.45,11.5,36.7,0.64,180,5.05,4,11
"1498",502214,"532100000003","2013.040",2.43,9.7,46.6,0.58,170.5,10.22,NA,NA
"1499",505337,"533100000010","2017.128",2.3,14.3,47.2,0.61,158,4.64,4,0
"1500",500680,"533600000009","2013.141",0.29,11.3,6.45,0.59,76,9.48,2,0
"1501",502215,"533600000025","2009.072",1.33,12.7,7.53,0.19,62.3,5.84,3,0
"1502",502215,"533600000025","2016.116",0.2,13.6,2.5,0.16,70,5.46,NA,0
"1503",515789,"534700000001","2017.126",2.6,1,16.3,0.23,54,3.84,3,11
"1504",506212,"535100000007","2013.037",0.51,1,7.01,0.53,37,5.46,3,12
"1505",506212,"535100000007","2016.111",0.2,2.25,NA,0.74,53,6.63,3,6
"1506",506486,"535700000005","2013.002",0.39,1,10.8,0.23,21.5,3.74,1,4
"1507",506486,"535700000005","2016.113",0.2,1,5.7,0.12,31,4.28,3,3
"1508",502218,"540000000041","2006.110",14.3,24,101,1.13,157,14.6,4,0
"1509",502218,"540000000041","2008.102",5.57,24.7,30.1,0.64,180,10.1,4,0
"1510",502219,"540000000042","2015.168",55.6,31.89,78.6,0.5,170,26.03,5,0
"1511",502219,"540000000042","2016.101",39.9,30,73.2,0.48,160.3,11.22,5,1
"1512",502219,"540000000042","2020.070",24,34.2,83.2,0.6,222,13.5,5,1
"1513",502220,"540000000070","2006.064",2.19,29.4,34.3,1.98,188,10.9,4,0
"1514",500693,"540000000127","2006.109",2.49,33.9,93.2,1.7,169,14.7,4,2
"1515",500693,"540000000127","2015.167",1.9,33.095,32.4,1.23,208.5,15.82,4,1
"1516",502227,"550000000195","2016.104",1.87,19,25,0.51,98,7.76,4,0
"1517",502230,"550000000715","2006.101",NA,25.5,NA,NA,90.2,NA,3,1
"1518",502230,"550000000715","2016.083",2.45,25.83,29.6,1.61,106,7.95,3,10
"1519",502230,"550000000715","2020.118",1.5,27.7,26,1.77,98.8,5,3,4
"1520",502231,"550000000850","2006.098",0.52,8.65,11.5,0.26,107,5.6,NA,8
"1521",502231,"550000000850","2016.084",1.14,10,11.1,0.31,121,6.14,3,14
"1522",505351,"550000000875","2016.075",2.9,7.17,11,0.19,122,5.81,2,4
"1523",505352,"550000000924","2011.088",NA,4.24,7.71,NA,105,NA,2,13
"1524",502240,"551003000016","2003.147",0.28,12.1,54,0.72,175,10.7,NA,0
"1525",502240,"551003000016","2016.108",0.7,21.9,74.6,0.41,249,34.4,3,0
"1526",505357,"551007000008","2011.099",NA,3.94,44.7,NA,184,NA,3,7
"1527",505357,"551007000008","2012.108",92,10.7,157,0.83,168,30.5,5,3
"1528",521437,"551200000087","2018.067",0.22,14.1,11.4,0.41,62,4.39,2,4
"1529",515425,"551200000137","2016.114",2.4,6.72,2.5,0.11,39,4.6,1,5
"1530",502245,"551200000209","2006.034",0.58,1,7.09,0.18,12.4,4.14,1,0
"1531",515435,"551200000218","2016.143",0.24,1,12,0.05,17,4.33,1,0
"1532",502247,"551202000033","2016.144",8.28,16.5,30.6,0.42,125,10.2,5,3
"1533",508452,"551211050004","2016.110",0.57,1,9.91,0.39,8,3.24,1,2
"1534",505360,"551227000005","2011.067",NA,1,8.32,NA,17,NA,1,2
"1535",505360,"551227000005","2016.115",2.7,1,7.87,0.39,63,0.25,4,12
"1536",515433,"551227340025","2016.117",2.5,1,2.5,0.18,25,6.65,1,6
"1537",502249,"551246000017","2009.127",0.54,1,10.1,0.17,10.1,4.21,1,7
"1538",502249,"551246000017","2010.123",0.35,1,9.54,0.17,8.2,3.71,2,4
"1539",502249,"551246000017","2011.068",NA,1,9.76,NA,7.2,NA,1,3
"1540",502249,"551246000017","2019.132",1.41,1,23,0.35,9,2.739,1,0
"1541",502250,"551246060002","2009.126",0.67,1,15.9,0.24,10.7,3.66,2,9
"1542",502250,"551246060002","2010.124",0.48,1,13.9,0.22,7.3,3.17,2,1
"1543",502250,"551246060002","2011.069",NA,1,17,NA,9.1,NA,1,3
"1544",515426,"551500000036","2016.107",0.59,7.88,6.52,0.15,56,5.28,2,12
"1545",502252,"551501000025","2009.098",1.2,24.5,42.9,0.71,145,8.87,3,6
"1546",502252,"551501000025","2019.156",3.64,30.8,31,0.77,146.5,7.487,4,13
"1547",502252,"551501000025","2020.153",5.9,32.8,47.7,0.9,175,7.28,3,5
"1548",502253,"551501000026","2009.097",0.27,20.9,6.22,0.54,133,7.7,1,8
"1549",502253,"551501000026","2019.157",0.64,27.4,7,0.61,128.5,6.211,2,14
"1550",502254,"551501100001","2009.096",182.9,30.9,108,1.06,172,10.7,3,8
"1551",502254,"551501100001","2010.099",17.3,31.8,128,1.02,178,10.9,5,2
"1552",502254,"551501100001","2012.093",9.2,28.8,89.5,0.81,174,11.1,2,0
"1553",502254,"551501100001","2019.155",9.44,36.6,77,1.03,177.5,9.885,5,1
"1554",502258,"551503070020","2007.092",0.66,1,11.1,0.34,26.9,5.19,4,6
"1555",502258,"551503070020","2008.073",2.12,1,15.5,0.28,24.7,4.47,4,18
"1556",502265,"552006050001","2007.118",0.55,1,10,0.3,24.7,4.88,0,0
"1557",502265,"552006050001","2008.079",7.78,1,27.7,0.35,26.7,2.88,2,7
"1558",502265,"552006050001","2009.111",1.3,1,14.9,0.23,28.4,3.09,2,4
"1559",502266,"552006050002","2009.125",0.45,1,7.82,0.15,26.6,2.06,2,8
"1560",502266,"552006050002","2010.098",0.4,1,9.86,0.21,45,2.9,2,8
"1561",502266,"552006050002","2011.079",NA,1,6.31,NA,32,NA,1,6
"1562",502267,"552006050006","2007.057",0.41,1,7.75,0.23,36.3,5.21,1,8
"1563",515431,"552006050007","2016.105",1.5,2,5.81,0.34,51,3.03,2,9
"1564",502268,"552100000017","2016.072",2.02,35.8,22.9,0.46,214,4.29,4,5
"1565",502269,"552100000023","2003.136",0.36,13.3,7,0.15,168,13.3,0,10
"1566",515417,"552300000036","2016.070",0.2,17.3,NA,0.73,100,6.87,1,7
"1567",502273,"552309000001","2007.056",0.2,1,9.22,0.31,55.8,5.49,2,9
"1568",502273,"552309000001","2008.074",1.54,1,10.8,0.12,54,5.44,2,7
"1569",502273,"552309000001","2016.073",8.75,1,NA,0.3,65,5.13,1,0
"1570",502274,"552500000023","2004.164",0.3,10.7,7,0.29,83.9,5.75,1,10
"1571",502276,"552600000043","2006.123",0.42,1,7.4,0.2,76.6,5.65,1,0
"1572",502277,"552600000049","2004.165",0.2,1,4,0.17,93.9,6.31,1,5
"1573",502277,"552600000049","2019.135",0,4.69,14,0.22,143.5,4.62,2,2
"1574",502283,"553000000017","2003.138",0.6,12.1,7,0.72,167,10.7,2,5
"1575",502285,"553100000019","2006.131",0.22,8.65,11.7,0.36,86.7,5.91,1,7
"1576",502285,"553100000019","2016.080",1.78,12.1,20.9,0.55,115,6.23,2,11
"1577",502286,"553100000059","2005.084",0.4,1,12,0.23,66,5.41,2,7
"1578",502286,"553100000059","2016.081",0.29,2.22,26.6,0.43,74,5.18,1,0
"1579",508510,"553101000013","2014.080",0.84,56,13.1,1.06,146,8.79,2,3
"1580",508510,"553101000013","2014.081",0.84,56,13.1,1.06,146,8.79,3,9
"1581",508510,"553101000013","2016.067",2.5,47.75,11.7,1.04,143,10.1,2,0
"1582",505369,"553102000030","2011.084",NA,1,10.1,NA,97.3,NA,2,17
"1583",505369,"553102000030","2016.069",5.4,1,12,0.39,121,6.53,4,7
"1584",515416,"553103000018","2016.066",2,9.99,11.9,0.36,173,5.74,NA,0
"1585",502290,"553600000017","2010.108",1.02,19,17.8,0.2,176,7.34,NA,0
"1586",502290,"553600000017","2016.082",NA,21.4,47.9,1.28,169,8.94,4,13
"1587",502290,"553600000017","2017.123",0.3,16.6,14.6,0.35,170,3.58,4,0
"1588",502291,"553600000018","2017.124",0.4,13.1,9.78,0.18,169,2.61,4,1
"1589",502293,"553600000145","2006.133",0.62,15.1,11.1,0.26,179,5.61,2,0
"1590",502293,"553600000145","2016.076",1.7,14.4,11.1,0.35,203,4.68,3,0
"1591",505371,"553604000013","2011.086",NA,4.23,6.99,NA,63.1,NA,4,5
"1592",515788,"553800000078","2017.121",3.4,18.9,10.9,0.31,88,4.36,5,1
"1593",515423,"553800000098","2016.085",5.2,13.4,10,0.38,72,4.03,1,0
"1594",515423,"553800000098","2017.122",1.5,17.4,10.1,0.15,79,3.82,3,1
"1595",502295,"553801000001","2010.101",1.56,67.9,17.5,0.21,128,4.51,2,2
"1596",502295,"553801000001","2014.090",1.89,76.4,17.2,0.28,127.5,4.69,4,12
"1597",502295,"553801000001","2016.092",1.28,51.5,34.9,0.34,124,5.84,4,15
"1598",502296,"553801000010","2006.134",1.55,49,17.8,0.33,104,5.16,4,0
"1599",502296,"553801000010","2007.106",1.22,63.9,17.1,0.26,122,4.79,3,0
"1600",502296,"553801000010","2010.102",3.55,87.2,22.2,0.21,123,4.41,3,0
"1601",502296,"553801000010","2014.091",2.9,69.2,20.3,0.22,122,4.38,3,4
"1602",502296,"553801000010","2016.094",2.16,50,30.7,0.3,120,5.54,4,7
"1603",502297,"553801000016","2010.103",2.11,63.9,17.2,0.18,121,4.05,3,0
"1604",502297,"553801000016","2016.095",2.43,58,14.3,0.29,122,4.74,4,12
"1605",502299,"553801000027","2006.086",0.58,42.3,14.7,0.73,89,5.55,2,10
"1606",502299,"553801000027","2010.130",0.3,16.2,10.8,0.28,47.4,4.67,2,4
"1607",505373,"553806000018","2012.115",0.51,11.2,5.91,0.16,42,4.76,1,9
"1608",502302,"553806000025","2012.116",0.8,10.9,6.26,0.19,37,4.85,2,10
"1609",505374,"553900000004","2004.159",1.54,108,11,0.53,139,8.32,3,2
"1610",505374,"553900000004","2005.097",2.7,124,16.3,0.57,144,8.64,4,6
"1611",502307,"553900000009","2008.088",1.18,103,11.1,0.66,136,7.29,NA,30
"1612",502307,"553900000009","2013.098",1.17,119,17.9,0.68,154,6.99,4,3
"1613",502307,"553900000009","2014.085",0.94,132.6,12,0.62,150,6.16,4,8
"1614",502308,"553900000011","2006.135",0.52,132,19.2,0.68,138,7.89,4,2
"1615",502308,"553900000011","2010.105",1.27,176,24.1,0.55,150,6.63,3,2
"1616",502308,"553900000011","2012.113",1.8,106,28.6,0.77,143,8.59,3,10
"1617",500910,"553900000015","2004.160",0.69,112,13,0.64,135,6.9,2,2
"1618",500910,"553900000015","2010.104",1.26,116,25.1,0.44,142,6.56,3,8
"1619",500910,"553900000015","2012.110",0.52,100,19,0.7,141,8.39,3,10
"1620",500910,"553900000015","2014.086",0.79,131,10.7,0.61,143.5,5.62,3,2
"1621",508514,"553900000025","2014.087",2.17,133,17.7,0.57,151,6.61,3,4
"1622",502311,"553900000028","2005.096",0.78,85.3,13.5,0.67,124,7.92,4,2
"1623",502311,"553900000028","2006.087",0.84,93.2,14.6,0.67,131,7.17,4,0
"1624",502311,"553900000028","2008.087",1.33,68.9,15.1,0.65,105,6.36,3,10
"1625",502314,"553900000033","2005.095",0.101,72.4,22.6,1.18,118,8.44,NA,13
"1626",502314,"553900000033","2012.111",0.38,59,14,0.86,106,7.52,2,4
"1627",502314,"553900000033","2013.138",0.28,67.7,14.9,0.97,119,6.64,1,9
